Key	German	English
tut.lesson-8.3	"Wenn sich deine Beziehungen verbessern, sammelst du <sprite name=""ui tickets""> Gefallen.\nDa {name} viel von dir hält, verfügst du nun über einige <sprite name=""ui tickets""> Gefallen, die du einsetzen kannst."	"As your relationships improve, you start collecting <sprite name=""ui tickets""> favors.\nBecause {name} has a high opinion of you, you now have a couple of <sprite name=""ui tickets""> favors ready to use up."
tut.lesson-8.4	"Lass uns einen Gefallen nutzen. Sprich mit {name} und wähle die zweite Option, um über <sprite name=""ui tickets""> Gefallen und Hilfe zu sprechen."	"Let's spend a favor. In the conversation with {name}, select the second option to talk about <sprite name=""ui tickets""> favors and helping out."
tut.lesson-8.5	"Wähle nun die erste Option – bitte um eine <sprite name=""ui social biz intro""> Vorstellung bei jemandem, der auch diese Art Waren kauft."	"Now select the first option - asking for <sprite name=""ui social biz intro""> introduction to someone who's also buying these kinds of goods."
tut.lesson-8.6	"Dir wird eine Vorstellung bei einem Freund von {name} vorgeschlagen. Verbrauche 1 <sprite name=""ui tickets""> Gefallen, um vorgestellt zu werden."	"You're getting offered an introduction to {name}'s friend. Finish it and spend 1 <sprite name=""ui tickets""> favor to get the introduction."
tut.lesson-8.7.m	"Großartig, du wurdest {friendname} vorgestellt!\nDa {name} dich sehr gelobt hat, vertraut er dir bereits und ist bereit, mit dir über illegale Waren zu sprechen."	"Great, you got introduced to {friendname}!\nThanks to a warm introduction from {name}, he already trusts you, and will be willing to talk about illegal goods with you. "
tut.lesson-8.7.f	"Großartig, du wurdest {friendname} vorgestellt!\nDa {name} dich sehr gelobt hat, vertraut sie dir bereits und ist bereit, mit dir über illegale Waren zu sprechen."	"Great, you got introduced to {friendname}!\nThanks to a warm introduction from {name}, she already trusts you, and will be willing to talk about illegal goods with you. "
tut.lesson-8.8	"Vorstellungen von vertrauten Freunden sind die Basis deines Geschäfts.\nAchte gut auf dein Netzwerk und nimm Vorstellungen an, wann immer du kannst."	"Introductions from trusted friends are going to be the foundation of your business.\nMake sure to keep an eye on your network, and take introductions when you can."
tut.lesson-8.9.m	"Fahre nun zu {friendname} und verkaufe auch ihm etwas <sprite name=""res home-brew"" tint> Heimbräu. Du weißt ja, wie das geht. Wir sehen uns danach."	"Now drive over to {friendname}, and sell him some <sprite name=""res home-brew"" tint> homemade beer as well. You know how to do this. I'll see you when you're done."
tut.lesson-8.9.f	"Fahre nun zu {friendname} und verkaufe auch ihr etwas <sprite name=""res home-brew"" tint> Heimbräu. Du weißt ja, wie das geht. Wir sehen uns danach."	"Now drive over to {friendname}, and sell her some <sprite name=""res home-brew"" tint> homemade beer as well. You know how to do this. I'll see you when you're done."
tut.lesson-8.10	"<i>(Wartet darauf, dass du mehr <sprite name=""res home-brew"" tint> Heimbräu verkaufst.)</i>"	"<i>(Waiting for you to finish selling more <sprite name=""res home-brew"" tint> homemade beer.)</i>"
tut.lesson-9.title	Erkundung	Exploration
tut.lesson-9.1	"Nun schau mal hierhin.\nSiehst du den Marker mit diesem <sprite name=""biz unscoped""> Symbol? Das ist ein Geschäft, das noch nicht ausgespäht wurde."	"Now let me direct your attention over here.\nSee this marker with the <sprite name=""biz unscoped""> icon? That's a business that hasn't been scoped out yet."
tut.lesson-9.2	"Wir wissen nicht, was darin vor sich geht, aber das können wir rausfinden.\nWenn du noch nicht da bist, dann fahre zu dieser Ecke, so dass sich der Marker grün färbt.\nSobald du dort bist, klicke auf den <sprite name=""biz unscoped""> Marker, um das Gebäude auszuspähen. Na los, ich warte."	"We don't know what goes on in there, but we can find out.\nIf you're not there already, drive over to that corner so that the marker turns green.\nOnce you're there, click on the <sprite name=""biz unscoped""> marker to scope it out. Go ahead, I'll wait."
tut.lesson-9.3	"Du hast dir die Zeit genommen, die Ecke auszuspähen. Das hat dich 1 <sprite name=""ui action pts""> Aktionspunkt gekostet.\nNun kennen wir den Namen des Geschäfts: <b>{bizname}</b>. Und wir wissen, was dort geschieht. Du kannst alle Details sehen, wenn du mit der Maus über Benachrichtigung am oberen Rand des Bildschirms fährst."	"You took the time to hang out on the corner and observe the comings and goings, so it took 1 <sprite name=""ui action pts""> action point.\nBut now we learned that it's called <b>{bizname},</b> and we got some idea about what it does: you can see all the details if you mouse over the notification at the top of the screen."
tut.lesson-9.4	"Wenn du anfängst, die Stadt zu erkunden, werden dir alle Geschäfte noch unbekannt sein. Du musst entscheiden, welche du ausspähen willst."	"Once you start exploring the city, all businesses will start out unknown, and it's up to you to pick which ones to scope out."
tut.lesson-9.5	"Apropos – es ist eine große Stadt und es wäre gut, wenn du da rausgehst und sie ein wenig erkundest!"	"Speaking of which - it's a big city, and it would be good for you to get out there and explore it a little bit!"
tut.lesson-9.6	"Ecken, die du noch nicht erkundet hast, sind sepiafarben. Du weißt nicht, welche Geschäfte sich dort befinden.\nErst, wenn du eine Ecke auskundschaftest, findest du heraus, was es dort gibt."	"Corners that you haven't explored yet show up as sepia colored, and you don't know what kinds of businesses are located there.\nIt's only after you explore a corner that you'll find out what's there."
tut.lesson-9.7	"Na los, fahre zu dieser unbekannten Ecke.\nAber Achtung – dies verbraucht viele <sprite name=""ui movement pts""> Bewegungspunkte! Wenn du nicht genug hast, schreite einfach zur nächsten Runde voran.\nGeh los und erkunde die neue Ecke. Ich warte solange."	"Go ahead and drive to this unknown corner.\nBut just as a heads up - this will consume a lot of <sprite name=""ui movement pts""> movement points! If you don't have enough, don't forget to advance to the next turn.\nGo and explore the new corner, and I'll wait."
tut.lesson-9.8	"So funktioniert das Erkunden der Karte – Stück für Stück, Ecke für Ecke fährst du herum, identifizierst neue Geschäfte, spähst sie aus und sprichst dann mit den Inhabern, um herauszufinden, was sie kaufen und verkaufen.\nAber eine freundliche Vorstellung ist sogar noch besser, da die Leute dir dann bereits vertrauen. Es ist viel schwerer, das Vertrauen von jemandem zu gewinnen, der dir völlig unbekannt ist."	"So this is how map exploration works - bit by bit, corner by corner, you can drive around, identify new businesses, scope them out, and then talk to the owners to find out what they're buying and selling.\nBut if you can get warm intros, that's much better, because they already start out trusting you. Earning the trust of someone completely unknown is much harder."
tut.lesson-9.9	"Großartig, du lernst schnell.\nIch habe noch eine weitere Aufgabe für dich.\nErinnerst du dich an all das Bier in unserem Unterschlupf? Verkaufe alles, wirklich alles! Danach investieren wir das Geld in einen neuen Betrieb. Vielleicht eine Brauerei? Oder eine Flüsterkneipe?\nFahr los und verkaufe mehr davon an {name} oder jede Person, die interessiert ist. Und wenn sie dich jemand anderem vorstellen wollen, nimm das Angebot immer an!\nIch warte, bis du insgesamt <b>{amt}</b> hast, dann machen wir weiter."	"Great, you're picking things up quickly.\nSo now I have another task for you.\nRemember all the beer stashed in the safehouse? Go ahead and sell it off, all of it! Afterwards we'll invest that money into some kind of a new operation. Maybe a brewery? Or a speakeasy?\nSo go around, try to sell more to {name} or anyone else who's buying, and if they introduce you to more people take them up on it!\nI'll wait until you have <b>{amt}</b> in total, and then we'll continue."
tut.lesson-9.10	"Na, das klappt ja wie am Schnürchen heute.\nMit diesem netten Sümmchen können wir in dieser Stadt ein neues Leben aufbauen."	"Well aren't you just hitting on all six today.\nNow that you have a nice pile of dough, we can start building a new life for ourselves in this city."
tut.lesson-10.title	Betriebe	Operations
tut.lesson-10.1	"Reden wir nun über <b>Betriebe</b>. Das echte Geld in dieser Stadt kommt von der Produktion und dem Verkauf eigener illegaler Spirituosen.\nDer Prohibition Act hat die Herstellung und den Vertrieb von Alkohol verboten – und damit unglaublich profitabel gemacht.\nSolange man nicht geschnappt wird, versteht sich."	"Now let's talk about <b>operations.</b> The real money in this city comes from manufacturing and selling your own illegal alcohols.\nThe Prohibition Act made booze making and distribution illegal, and therefore incredibly profitable.\nAs long as you don't get pinched, that is."
tut.lesson-10.2	"Um einen neuen Betrieb zu errichten, brauchst du ein von dir kontrolliertes Gebäude mit Platz im hinteren Teil.\nZum Glück gibt es in unserem Unterschlupf viel Raum, also können wir hier einen neuen Betrieb anlegen.\nFahre zurück zum Unterschlupf."	"To establish a new operation you need a building you control, with some empty space in the back.\nFortunately there's plenty of room in the back of the safehouse, so we can establish a new operation there.\nDrive back to the safehouse."
tut.lesson-10.3	"Gut. Lass uns erst etwas Geld einlagern.\nÖffne den Unterschlupf-Dialog, indem du auf den Marker klickst. Dann wechsel zum Lagerreiter."	"Good. First, let's unload some of this cash.\nOpen the safehouse dialog by clicking on its marker. Then switch to the storage tab."
tut.lesson-10.4	"Bewege nun Geld von deinem Fahrzeug in den Unterschlupf. Denk daran, dass du <b>Strg</b> und <b>Shift</b> benutzen kannst, um Geld und Ressourcen schneller zu bewegen.\nIch warte hier, bis du <b>{amt}</b> im Unterschlupf gelagert hast."	Now move a bunch of cash from your vehicle and into the safehouse. Remember you can use <b>ctrl</b> and <b>shift</b> keys to move cash and resources faster.\nI'll wait here until you have <b>{amt}</b> stored in the safehouse.
tut.lesson-10.5	Großartig. Nun wechsel zum leeren Hinterzimmer-Reiter.	Great. Now switch to the empty backroom tab.
tut.lesson-10.6	"Wie gesagt, der hintere Bereich steht zur Verfügung. Klicke auf „Neuer Betrieb“."	"As I mentioned, the backroom is available. Press the 'new operation' button."
tut.lesson-10.7	"Dies sind die Betriebe, die du errichten kannst.\nDas sind nur die Betriebe, die du <i>aktuell</i> beherrscht. Später wirst du noch viel mehr lernen, aber im Augenblick verfügst du nur über dieses Wissen."	"These are the various operations you can set up.\nThese are just the ones you know how to run <i>right now</i>. In the future, you will learn about many more, but right now you only know how to make a few things."
tut.lesson-10.8	"Da du mehrere Leute kennst, die an Bier interessiert sind, lass uns eine <b>Heimbräubrauerei</b> errichten. Dann kannst du die Ware leicht verkaufen.\nStelle sicher, dass der richtige Betrieb ausgewählt ist, dann klicke auf „Bauen“."	"Since you know several people who are interested in beer, let's build the <b>home brew</b> operation, and you'll be able to distribute it easily.\nMake sure that operation is selected, and then press 'Build'."
tut.lesson-10.9	"Super. Es wird einige Runden dauern, bis der Betrieb einsatzbereit ist. In der Zwischenzeit ist hier eine Übersicht, wie alles funktioniert."	"Great. It will take a few turns until it's operational. But in the meantime, here's an overview of how this will work."
tut.lesson-10.10	"Hier siehst du, dass die Brauerei Malzextrakt und leere Steintöpfe <b>verbraucht</b>, um Töpfe voll Heimbräu zu <b>produzieren</b>.\nFahre mit der Maus über die verschiedenen Elemente, um weitere Details zu sehen."	"Here you can see the brewery <b>consumes</b> malt syrup and empty stoneware crocks, in order to <b>produce</b> crocks full of homemade beer.\nMove your mouse over the different elements to see more details."
tut.lesson-10.11	"Du hast bereits genug Malzextrakt im Lager, aber dir fehlen Steintöpfe! Du musst welche kaufen, denn ohne Vorräte wird dieser Betrieb nicht arbeiten."	"Also, you already have enough malt syrup in storage, but you're missing stoneware crocks! You'll have to go and buy more, because without supplies this operation won't amount to much."
tut.lesson-10.12	"Ach, übrigens – wenn du später mehr Geld und Leute zur Verfügung hast, solltest du in Erwägung ziehen, diesem Betrieb eine Betriebsleitung zuzuweisen oder Upgrades und Erweiterungen zu installieren. Das alles kann beim Gewinn einen großen Unterschied machen!"	"And by the way, later on when you have more money and people, consider assigning a manager to this operation, or installing some upgrades and expansions. They can make a world of difference in improving your profit margins!"
