Key	Simplified Chinese	English
tut.lesson-14.title	雇佣	Hiring
tut.lesson-14.1	现在你拥有了更大的领地，可以开始考虑增加人手了。\n你所拥有的团伙成员越多，每回合能够进行的事项越多。例如，你可以派遣部分成员进行运送工作，自己则负责处理更重要的生意。	"Now that you have a larger territory, you can start thinking about adding another crew member.\nThe more crew you have, the more you can do per turn. For example, you can send some of your people to run deliveries, while you personally take care of more important business."
tut.lesson-14.2	团伙规模的扩大能够帮助你敌对帮派的进攻，前提是确实有敌对势力存在。	"Having larger crew will also help you defend against rival outfits. Once you run into them, that is."
tut.lesson-14.3	"如要雇佣更多成员，需寻找标记上有<sprite name=""ui pip social crew"">雇佣团伙标志的商家业主。他们会知道一些对工作机会感兴趣的人。\n你需要四处逛逛，通过与他们的交流，了解关于潜在成员的详情。"	"To hire more crew, look for any business owners who have the <sprite name=""ui pip social crew""> hire crew icon on their marker. They know someone interested.\nYou'll need to drive around and talk to them to find out more about that person."
tut.lesson-14.4	"在对话过程中，了解潜在成员的性格特点。这点非常重要，它将决定他们能够胜任的工作类型。\n例如，你不会雇佣一个粗枝大叶的人作为管理者，也不会雇佣一个瘦弱的人作为打手。\n（查看有兴趣加入你方团伙的成员列表，你也可以在<sprite name=""ui info"">报告对话框的<sprite name=""ui crew list"">团伙列表中查看。）"	"As you talk to them, find out about the candidate's personality traits. They're very important, depending on the job.\nFor example, you wouldn't want to hire someone careless to be a manager, or someone weak to be a muscle man.\n(To see a list of everyone who might be interested in joining your crew, you can also open the <sprite name=""ui info""> report dialogs and look at the <sprite name=""ui crew list""> Crew List.)"
tut.lesson-14.5	去试着雇佣一个人。我在这里等你。	Go ahead now and try to hire somebody. I'll wait.
tut.lesson-14.6	<i>（等待你雇佣第二名团伙成员。）</i>	<i>(Waiting for you to hire a second crew member.)</i>
tut.lesson-14.7	很好！你的团伙规模成倍增长了！\n你可以在右侧的列表中查看自己的新团伙成员。	Good! Your crew size just doubled!\nYou can see your new crew member in the list on the right hand side.
tut.lesson-14.8	在常规游戏中，你需要为新雇佣的成员购买一辆新车。\n但在教程中，我为你准备了一辆可以随意使用的旧卡车。\n我把它停在你的安全屋前面了。把它分配给你的新成员吧，我相信你能做到。	"In the course of a regular game, you would also need to buy a new vehicle for this new hire.\nBut in this tutorial, I got a hold of an old truck that you can use.\nI dropped it off in front of your safehouse. Go ahead and assign this vehicle to the new hire. I trust you'll figure out how."
tut.lesson-14.9	<i>（等待你将车辆分配给新成员。）</i>	<i>(Waiting for you to assign the vehicle to the new hire.)</i>
tut.lesson-14.10	就是这样！这名新成员已经做好了工作的准备。\n如果你想手动进行指引，可以点击列表中的人物卡片，告诉他们要去哪里以及要做些什么。你能做的事，他们也都能做。\n另外，你还可以为他们指派一条特定<b>运送路线，</b>他们会按照特定运送列表进行运送。\n我们稍后进行设置。	"And there you go! Now the new member is ready to work.\nIf you want to direct them manually, you can just click on their card in the list, and tell them where to go and what to do. They can do everything that you can.\nAlternatively, you can assign them a specific <b>delivery route,</b> and they will just follow a specific list of deliveries.\nWe’ll get that set up in a moment."
tut.lesson-14.11	完成左侧的任务，到安全屋找我并进行对话。\n我有件事要告诉你。	"Now finish your mission on the left hand side, by visiting me at the safehouse and starting a conversation.\nI have something waiting for you."
tut.lesson-16.title	勇往直前	Moving On
tut.lesson-16.1.m	我亲爱的外甥，我还有最后几条建议要告诉你。	"My dear nephew, I have a few final words of advice for you."
tut.lesson-16.1.f	我亲爱的外甥女，我还有最后几条建议要告诉你。	"My dear niece, I have a few final words of advice for you."
tut.lesson-16.2	"第一，尝试为自己获得一栋新建筑。它能够极大巩固你的业务根基。\n寻找拥有<sprite name=""ui pip social expansion"">建筑扩建标志的人，他们正在积极寻找机会。\n我已经在你的任务列表中添加了一个新任务作为提醒。"	"First, try to get yourself an additional building. This will greatly increase your base of operations.\nLook for people who have the <sprite name=""ui pip social expansion""> building expansion icon, they're actively looking for an opportunity.\nI added a new mission on your list as a reminder."
tut.lesson-16.3	第二，继续<b>扩张</b>领地与人脉。\n这座城市存在许多机会，但机会只留给那些声名显赫的人。	"Second, keep <b>expanding</b> both your territory and your connections.\nThere are many opportunities here, but they only come to those who make their name known."
tut.lesson-16.4	第三，对于这个世界你仍有许多未知之事。尝试通过与人们的交流，学习新<b>技能</b>，了解更多未知<b>资源</b>。有一些资源确实能令你收益颇丰！	"Third, there is still a lot you don't know. As you talk to people, try to learn new <b>skills</b>, and try to find out more about <b>resources</b> that you haven't explored yet. Some of those can be really profitable!"
tut.lesson-16.5	第四，为<b>竞争</b>做好准备。随着时间的推移，你会遭遇许多警察、街角流氓和其他帮派。等他们出现时，我会再为你提供一些建议。	"Fourth, expect <b>competition</b>. Over time you will meet cops, corner hooligans, and other outfits. I'll be back with more advice when that happens."
tut.lesson-16.6	最后，注意自己的<b>财政状况</b>。金钱就是商业齿轮的润滑剂，如果你花光了积蓄，所有业务都会陷入停滞。	"Finally, keep an eye on your <b>finances</b>. Money is the grease in the gears of commerce, as they say, and if you ever run out, this whole operation will come to a grinding halt."
tut.lesson-16.7	祝你好运，孩子！没想到你的进步如此迅速。\n当出现特殊情况时，我会继续为你出谋划策，但除此之外，你都要自力更生了。\n祝你在这座大城市里收获快乐！\n\n<i>（主要教程到此结束。你可以在主菜单的设置中再次开启教程。）</i>	"Good luck, kid! Who knew you'd do so well so quickly.\nI'll be back with more advice if the situation calls for it, but otherwise you're on your own.\nHave fun in the big city!\n\n<i>(The main tutorial will now be turned off. You can turn it back on in settings in the main menu.)</i>"
