Key	French	English
tut.lesson-6.6	"Tu ne t’es pas suffisamment rapproché ? Pas de souci : vérifie que tu es bien sélectionné, puis fais un clic droit sur l’endroit où tu aimerais aller."	"If you didn't drive to the right place, that's okay. Just make sure you're selected, and then right-click on the location you want to drive to."
tut.lesson-6.7	"Comme tu peux le voir, les balises des commerces changent de couleur à mesure que tu roules.\nLes commerces situés sur le même coin de rue deviendront verts : cela veut dire que tu peux t’y rendre.\nÀ l’inverse, les bâtiments dont tu es trop éloigné sont affichés en gris foncé."	"You can see that markers on businesses change color as you drive.\nThe businesses on the same corner as you turn green, to indicate that you can visit them.\nConversely, the businesses that are too far are dark gray."
tut.lesson-6.8	Impeccable ! Je vais maintenant te confier une tâche dont tu vas devoir t’occuper tout seul comme un grand.	"Seeing as this is all copacetic, I have a task for you to try on your own!"
tut.lesson-6.9.m	"Balade-toi en voiture jusqu’à ce que tu tombes sur ton cousin {name}. Il tient {bizname}, non loin d’ici. Il sera en mesure d’accepter une partie de la cargaison illégale qu’on a planquée au sous-sol.\nJe ne vais pas te dire où se trouve {bizname} : ça, c’est ta première mission. Mais ça n’est pas bien loin d’ici."	Drive around until you find your cousin {name}. He runs {bizname} nearby. He'll be able to liquidate some of the illegal inventory we've got stashed in the basement.\nI won't tell you where {bizname} is located - that's your first task. But it's near here.
tut.lesson-6.9.f	"Balade-toi en voiture jusqu’à ce que tu tombes sur ta cousine {name}. Elle tient {bizname}, non loin d’ici. Elle sera en mesure d’accepter une partie de la cargaison illégale qu’on a planquée au sous-sol.\nJe ne vais pas te dire où se trouve {bizname} : ça, c’est ta première mission. Mais ce n’est pas bien loin d’ici."	Drive around until you find your cousin {name}. She runs {bizname} nearby. She'll be able to liquidate some of the illegal inventory we've got stashed in the basement.\nI won't tell you where {bizname} is located - that's your first task. But it's near here.
tut.lesson-6.10.m	Trouve-le et va lui rendre une petite visite.\nEt n’oublie pas qu’il te suffit d’appuyer sur le bouton <b>« Tour suivant »</b> si jamais tu te retrouves à court de points de déplacement.	"Find him and pay him a visit. I'll leave you alone for now.\nAnd remember, if you ever run out of movement points, just hit the <b>'Next Turn'</b> button."
tut.lesson-6.10.f	Trouve-la et va lui rendre une petite visite.\nEt n’oublie pas qu’il te suffit d’appuyer sur le bouton <b>« Tour suivant »</b> si jamais tu te retrouves à court de points de déplacement.	"Find her and pay her a visit. I'll leave you alone for now.\nAnd remember, if you ever run out of movement points, just hit the <b>'Next Turn'</b> button."
tut.lesson-6.11	<i>(Allez trouver {name} à {bizname}. Conduisez jusque là-bas et démarrez une conversation.)</i>	"<i>(Waiting for you to find {name} at {bizname}. Drive there, and start a conversation.)</i>"
tut.lesson-7.title	Achat et vente	Buying and Selling
tut.lesson-7.1.m	"Fantastique, tu as trouvé ton cousin {name} ! À présent, parle-lui d’achat et de vente."	"Great, you found your cousin {name}! Now ask him about buying and selling."
tut.lesson-7.1.f	"Fantastique, tu as trouvé ta cousine {name} ! À présent, parle-lui d’achat et de vente."	"Great, you found your cousin {name}! Now ask her about buying and selling."
tut.lesson-7.2.m	"On dirait que tu peux lui vendre un peu de la <sprite name=""res home-brew"" tint> bière artisanale qu’on a planquée."	"Looks like you can sell him some of the <sprite name=""res home-brew"" tint> homemade beer we've got stashed away."
tut.lesson-7.2.f	"On dirait que tu peux lui vendre un peu de la <sprite name=""res home-brew"" tint> bière artisanale qu’on a planquée."	"Looks like you can sell her some of the <sprite name=""res home-brew"" tint> homemade beer we've got stashed away."
tut.lesson-7.3	"Mais il n’y en a pas dans la voiture. Il va falloir revenir avec la marchandise.\nÀ présent, ferme cette fenêtre de dialogue."	But you don't have any in your car. So we'll need to come back with the goods.\nClose this dialog for now.
tut.lesson-7.4	Prends le volant et retourne à la planque. On va aller chercher de la bière artisanale.	"Drive back to the safehouse, and let's pick up some homebrew."
tut.lesson-7.5	<i>(Retournez à la planque.)</i>	<i>(Waiting for you to drive back to the safehouse.)</i>
tut.lesson-7.6	"À présent, ouvre la fenêtre de dialogue de la planque et clique sur l’onglet Stockage."	"Now open the safehouse dialog, and switch to the storage tab."
tut.lesson-7.7	<i>(Ouvrez le panneau de stockage.)</i>	<i>(Waiting for you to view the storage panel.)</i>
tut.lesson-7.8	"À gauche, tu peux voir le contenu de la remise, et à droite, le coffre de ta voiture. Clique sur la <sprite name=""res home-brew"" tint> bière artisanale de la remise jusqu’à ce que tu aies chargé 20 pots dans ta voiture."	"The store room contents are on the left, and your car's trunk is on the right. Now click on <sprite name=""res home-brew"" tint> homemade beer in the store room, until you've loaded up 20 crocks into your car."
tut.lesson-7.9	"Beau travail. Maintenant, ferme la fenêtre de dialogue."	"Good, we're done here. Close the dialog."
tut.lesson-7.10.m	"C’est l’heure de retourner voir {name} et de lui vendre un maximum <sprite name=""res home-brew"" tint> de bière artisanale. Je te laisse te débrouiller."	"And now go back to {name}, and sell him as much <sprite name=""res home-brew"" tint> homemade beer as he's willing to take. I'll leave you alone until you're done."
tut.lesson-7.10.f	"C’est l’heure de retourner voir {name} et de lui vendre un maximum <sprite name=""res home-brew"" tint> de bière artisanale. Je te laisse te débrouiller."	"And now go back to {name}, and sell her as much <sprite name=""res home-brew"" tint> homemade beer as she's willing to take. I'll leave you alone until you're done."
tut.lesson-7.11	"<i>(Allez vendre de la <sprite name=""res home-brew"" tint> bière artisanale à {name}.)</i>"	"<i>(Waiting until you sold some <sprite name=""res home-brew"" tint> homemade beer to {name}.)</i>"
tut.lesson-8.title	Amis utiles	Useful Friends
tut.lesson-8.1.m	"Passons maintenant aux relations et aux mises en relation. Dans cette ville, on n’a rien sans personne !\nVa rendre visite à ton cousin {name} et discute avec lui."	Now let's talk about relationships and introductions. In this town you really gotta know people in order to get things done!\nGo visit your cousin {name} and start a conversation with him.
tut.lesson-8.1.f	"Passons maintenant aux relations et aux mises en relation. Dans cette ville, on n’a rien sans personne !\nVa rendre visite à ta cousine {name} et discute avec elle."	Now let's talk about relationships and introductions. In this town you really gotta know people in order to get things done!\nGo visit your cousin {name} and start a conversation with her.
tut.lesson-8.2	"Si tu regardes en haut à gauche, tu verras que ta relation avec {name} a été grandement améliorée.\nFaire affaire avec les gens permet d’améliorer les relations, en particulier lorsqu’il s’agit d’affaires pas follement réglo."	"If you look in the upper left, you'll see that your relationship with {name} improved a lot.\nDoing business with people improves relationships, and especially if the business is of the illegal kind."
tut.lesson-8.3	"Tu recevras des <sprite name=""ui tickets""> faveurs à mesure que tes relations progressent.\nÉtant donné que {name} a une très bonne opinion de toi, tu as déjà reçu deux <sprite name=""ui tickets""> faveurs."	"As your relationships improve, you start collecting <sprite name=""ui tickets""> favors.\nBecause {name} has a high opinion of you, you now have a couple of <sprite name=""ui tickets""> favors ready to use up."
tut.lesson-8.4	"Demandons une faveur. Pendant que tu discutes avec {name}, sélectionne la deuxième option pour parler des <sprite name=""ui tickets""> faveurs et des requêtes."	"Let's spend a favor. In the conversation with {name}, select the second option to talk about <sprite name=""ui tickets""> favors and helping out."
tut.lesson-8.5	"À présent, sélectionne la première option pour lui demander de te <sprite name=""ui social biz intro""> mettre en relation avec quelqu’un qui achète également ce type de marchandise."	"Now select the first option - asking for <sprite name=""ui social biz intro""> introduction to someone who's also buying these kinds of goods."
tut.lesson-8.6	"Tu as l’occasion d’être mis en relation avec une connaissance de {name}. Accepte et utilise 1 <sprite name=""ui tickets""> faveur pour faire sa rencontre."	"You're getting offered an introduction to {name}'s friend. Finish it and spend 1 <sprite name=""ui tickets""> favor to get the introduction."
