Key	Spanish	English
info.homebooze-moonshine-still.desc	"<b>Una operación regional que solo está disponible en algunas ciudades.</b>\n\n<indent=10>Crea licor casero a partir de maíz, barriles de acero y vasijas de cerámica.\n<b><sprite name=""res corn""> + <sprite name=""res steel-barrels""> + <sprite name=""res jugs""> <sprite name=""ui arr sm right""> <sprite name=""res moonshine""></b>\n\n<b>Requiere:</b>\n<sprite name=""skill moonshine""> <link=""moonshine-distillation"">Alambiques de licor casero</link>  <sprite name=""res cash"">1000,  <sprite name=""res steel-barrels""> 10,  <sprite name=""res lumber""> 4</indent></indent>\n\nAl instalarse y suministrarse con <link=""corn"">maíz</link>, <link=""steel-barrels"">barriles de acero</link> y <link=""crocks"">vasijas de cerámica</link>, esta operación de trastienda produce <link=""moonshine"">licor casero</link> que se puede vender a locales de toda la ciudad o a través de tu <link=""backroom-bootlegger"">Contrabandista de trastienda</link> o Bar clandestino de la esquina. El licor casero también se puede usar para elaborar <link=""bathtub-gin"">ginebra de bañera</link> una vez sepas construir una <link=""production-bathtub-gin"">Operación de ginebra de bañera</link> o un <link=""production-bathtub-gin-upgraded"">Alambique de ginebra de bañera</link>.\n\n<i><indent=30>Bueno, entre whisky y nada, me quedo con el whisky. Es lo más parecido a un buen aguardiente que puedo encontrar.</i>\n</indent><indent=40>—William Faulkner</indent>"	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates moonshine from corn, steel barrels and stoneware crocks.\n<b><sprite name=""res corn""> + <sprite name=""res steel-barrels""> + <sprite name=""res jugs""> <sprite name=""ui arr sm right""> <sprite name=""res moonshine""></b>\n\n<b>Requires:</b>\n<sprite name=""skill moonshine""> <link=""moonshine-distillation"">Moonshine Stills</link>  <sprite name=""res cash"">1000,  <sprite name=""res steel-barrels""> 10,  <sprite name=""res lumber""> 4</indent></indent>\n\nWhen installed and supplied with <link=""corn"">corn</link>, <link=""steel-barrels"">steel barrels</link> and <link=""crocks"">stoneware crocks</link>, this backroom operation produces <link=""moonshine"">moonshine</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies. Moonshine can also be used to make <link=""bathtub-gin"">bathtub gin</link> once you learn how to construct a <link=""production-bathtub-gin"">Bathtub Gin Operation</link> or <link=""production-bathtub-gin-upgraded"">Bathtub Gin Still</link>.\n\n<i><indent=30>Well, between Scotch and nothin', I suppose I’d take Scotch. It’s the nearest thing to good moonshine I can find.</i>\n</indent><indent=40>—William Faulkner</indent>"
info.homebooze-fruit-wine.name	Operación de vino de fruta de trastienda	Backroom Fruit Wine Operation
info.homebooze-fruit-wine.desc	"<b>Una operación regional que solo está disponible en algunas ciudades.</b>\n\n<indent=10>Crea vino de fruta a partir de fruta, azúcar y botellas pequeñas.\n<b><sprite name=""res fruit""> + <sprite name=""res sugar""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res fruit-wine""></b>\n\n<b>Requiere:</b>\n<sprite name=""skill fruit-wine""> <link=""fruitful-operations"">Operaciones fructíferas</link>,  <sprite name=""res cash"">950,  <sprite name=""res half-barrel""> 8</indent>\n\nAl suministrarse con <link=""fruit-other"">fruta</link>, <link=""sugar"">azúcar</link> y <link=""small-bottles"">botellas pequeñas</link>, esta operación de trastienda produce <link=""fruit-wine"">vino de fruta</link> que se puede vender a locales de toda la ciudad o en tu <link=""backroom-bootlegger"">Contrabandista de trastienda</link> o <link=""corner-speakeasy"">Bar clandestino de la esquina</link>.\n\n<indent=30><i>Cocino con vino y, a veces, lo añado a la comida.</i></indent>\n<indent=40>—W.C. Fields</indent>"	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates fruit wine from fruit, sugar and small bottles.\n<b><sprite name=""res fruit""> + <sprite name=""res sugar""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res fruit-wine""></b>\n\n<b>Requires:</b>\n<sprite name=""skill fruit-wine""> <link=""fruitful-operations"">Fruitful Operations</link>,  <sprite name=""res cash"">950,  <sprite name=""res half-barrel""> 8</indent>\n\nWhen supplied with <link=""fruit-other"">fruit</link>, <link=""sugar"">sugar</link> and <link=""small-bottles"">small bottles</link>, this backroom operation produces <link=""fruit-wine"">fruit wine</link> that can be sold to businesses across the city or in you own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or <link=""corner-speakeasy"">Corner Speakeasies</link>.\n\n<indent=30><i>I cook with wine, sometimes I even add it to the food.</i></indent>\n<indent=40>—W.C. Fields</indent>"
info.makeshift-whiskey.name	Alambique de whisky improvisado	Makeshift Whiskey Still
info.makeshift-whiskey.desc	"<indent=10>Crea whisky embotellado a partir de licor casero, especias, colorantes y botellas.\n<b><sprite name=""res moonshine""> + <sprite name=""res spices""> + <sprite name=""res food-dye""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res whisky""></b>\n\n<b>Requiere:</b>\n<sprite name=""skill whiskey-bottled""> <link=""bootleg-whiskey"">Whisky de contrabando</link>,  <sprite name=""res cash"">5000,  <sprite name=""res steel-barrels""> 10,  <sprite name=""res pipes""> 15,  <sprite name=""res bricks""> 15,  <sprite name=""res lumber""> 15</indent>\n\nAl instalarse, esta operación te permite convertir el <link=""moonshine"">licor casero</link> sobrante en <link=""whiskey-bottled"">whisky embotellado</link> mezclando algunas <link=""spices"">especias</link> con <link=""food-dyes"">colorantes</link> y envasando el resultado en <link=""bottles"">botellas</link>. Después, podrás enviar el producto a los clientes de la ciudad o venderlo en uno de tus clubes de lujo o recintos de eventos.\n\n<indent=30><i>¿Que el amor hace girar el mundo? Para nada; con el whisky sí que da vueltas.</i></indent>\n<indent=40>—Compton MacKenzie</indent>"	"<indent=10>Creates bottled whiskey from moonshine, spices, food dyes and bottles.\n<b><sprite name=""res moonshine""> + <sprite name=""res spices""> + <sprite name=""res food-dye""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res whisky""></b>\n\n<b>Requires:</b>\n<sprite name=""skill whiskey-bottled""> <link=""bootleg-whiskey"">Bootleg Whiskey</link>,  <sprite name=""res cash"">5000,  <sprite name=""res steel-barrels""> 10,  <sprite name=""res pipes""> 15,  <sprite name=""res bricks""> 15,  <sprite name=""res lumber""> 15</indent>\n\nWhen installed, this operation allows you to turn your excess <link=""moonshine"">moonshine</link> into <link=""whiskey-bottled"">bottled whiskey</link> by mixing in some <link=""spices"">spices</link> and <link=""food-dyes""> food dyes</link> and then putting the resulting concoction into <link=""bottles"">bottles</link>. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>Love makes the world go round? Not at all. Whiskey makes it go round twice as fast.</i></indent>\n<indent=40>—Compton MacKenzie</indent>"
info.makeshift-brandy.name	Alambique de brandi improvisado	Makeshift Brandy Still
info.makeshift-brandy.desc	"<indent=10>Crea brandi embotellado a partir de vino de cartón o fruta, fruta y botellas.\n<b><sprite name=""res brick-wine"">/<sprite name=""res fruit-wine""> + <sprite name=""res fruit""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res brandy""></b>\n\n<b>Requiere:</b>\n<sprite name=""skill brandy-bottled""> <link=""bootleg-brandy"">Brandi de contrabando</link>,  <sprite name=""res cash"">4500,  <sprite name=""res barrels""> 20,  <sprite name=""res pipes""> 15,  <sprite name=""res bricks""> 15,  <sprite name=""res lumber""> 15</indent>\n\nAl instalarse, esta operación te permite convertir el <link=""brick-wine"">vino de cartón</link> o de <link=""fruit-wine"">fruta</link> en <link=""brandy-bottled"">brandi embotellado</link> mezclándolo con <link=""fruit-other"">frutas</link> y dejando que repose antes de envasar el resultado en <link=""bottles"">botellas</link>. Después, podrás enviar el producto a los clientes de la ciudad o venderlo en uno de tus clubes de lujo o recintos de eventos.\n\n<indent=30><i>A man may acquire a taste for wine or brandy, and so lose his love for water, but we should not pity him.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"	"<indent=10>Creates bottled brandy from brick wine or fruit wine, fruit and bottles.\n<b><sprite name=""res brick-wine"">/<sprite name=""res fruit-wine""> + <sprite name=""res fruit""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res brandy""></b>\n\n<b>Requires:</b>\n<sprite name=""skill brandy-bottled""> <link=""bootleg-brandy"">Bootleg brandy</link>,  <sprite name=""res cash"">4500,  <sprite name=""res barrels""> 20,  <sprite name=""res pipes""> 15,  <sprite name=""res bricks""> 15,  <sprite name=""res lumber""> 15</indent>\n\nWhen installed, this operation allows you to turn your excess <link=""brick-wine"">brick wine</link> or <link=""fruit-wine"">fruit wine</link> into <link=""brandy-bottled"">bottled brandy</link> by mixing in some <link=""fruit-other"">fruit</link>, leaving it for a bit and then putting the resulting concoction into <link=""bottles"">bottles</link>. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>A man may acquire a taste for wine or brandy, and so lose his love for water, but we should not pity him.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"
info.makeshift-vodka.name	Alambique de vodka improvisado	Makeshift Vodka Still
info.makeshift-vodka.desc	"<indent=10>Crea vodka embotellado a partir de cerveza casera, sirope de maíz y botellas.\n<b><sprite name=""res home-brew""> + <sprite name=""res corn-syrup""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res vodka""></b>\n\n<b>Requiere:</b>\n<sprite name=""skill vodka-bottled""> <link=""bootleg-brandy"">Vodka de contrabando</link>,  <sprite name=""res cash"">3500,  <sprite name=""res half-barrels""> 24,  <sprite name=""res sheet metal""> 12,  <sprite name=""res bricks""> 12,  <sprite name=""res lumber""> 12</indent>\n\nAl instalarse, esta operación te permite fermentar y destilar la <link=""home-brew"">cerveza casera</link> sobrante para conseguir <link=""vodka-bottled"">vodka embotellado</link>. Con el <link=""corn-syrup"">sirope de maíz</link> se incrementa la levadura, que se alza antes de su destilación, y con la que llenarás <link=""bottles"">botellas</link> de una bebida potente. Después, podrás enviar el producto a los clientes de la ciudad o venderlo en uno de tus clubes de lujo o recintos de eventos.\n\n<indent=30><i>El dinero, al igual que el vodka, nos convierte en excéntricos.</i></indent>\n<indent=40>—Anton Chekhov</indent>"	"<indent=10>Creates bottled vodka from homemade beer, corn syrup and bottles.\n<b><sprite name=""res home-brew""> + <sprite name=""res corn-syrup""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res vodka""></b>\n\n<b>Requires:</b>\n<sprite name=""skill vodka-bottled""> <link=""bootleg-brandy"">Bootleg vodka</link>,  <sprite name=""res cash"">3500,  <sprite name=""res half-barrels""> 24,  <sprite name=""res sheet metal""> 12,  <sprite name=""res bricks""> 12,  <sprite name=""res lumber""> 12</indent>\n\nWhen installed, this operation allows you to ferment and distilled your excess <link=""home-brew"">homemade beer</link> into <link=""vodka-bottled"">bottled vodka</link>. By boosting the yeast into overdrive with some <link=""corn-syrup"">corn syrup</link> before distillation, you'll be able to fill <link=""bottles"">bottles</link> with some powerful booze. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>Money, like vodka, turns a person into an eccentric.</i></indent>\n<indent=40>—Anton Chekhov</indent>"
info.makeshift-rum.name	Alambique de ron improvisado	Makeshift Rum Still
info.makeshift-rum.desc	"<indent=10>Crea ron embotellado a partir de alcohol neutro, azúcar y botellas.\n<b><sprite name=""res alcohol-btl""> + <sprite name=""res sugar""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res rum""></b>\n\n<b>Requiere:</b>\n<sprite name=""skill rum-bottled""> <link=""bootleg-rum"">Ron de contrabando</link>,  <sprite name=""res cash"">4000,  <sprite name=""res steel-barrels""> 16,  <sprite name=""res sheet metal""> 12,  <sprite name=""res bricks""> 12,  <sprite name=""res lumber""> 12</indent>\n\nAl instalarse, esta operación te permite caramelizar el <link=""sugar"">azúcar</link>, que después mezclas con <link=""neutral-alcohol"">alcohol neutro</link>. El líquido negro que surge se denomina <link=""rum-bottled"">ron embotellado</link> y podrás envasarlo en <link=""bottles"">botellas</link> para obtener una bebida potente. Después, podrás enviar el producto a los clientes de la ciudad o venderlo en uno de tus clubes de lujo o recintos de eventos.\n\n<indent=30><i>There’s naught, no doubt, so much the spirit calms as rum and true religion.</i></indent>\n<indent=40>—Lord Byron</indent>"	"<indent=10>Creates bottled rum from neutral alcohol, sugar and bottles.\n<b><sprite name=""res alcohol-btl""> + <sprite name=""res sugar""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res rum""></b>\n\n<b>Requires:</b>\n<sprite name=""skill rum-bottled""> <link=""bootleg-rum"">Bootleg rum</link>,  <sprite name=""res cash"">4000,  <sprite name=""res steel-barrels""> 16,  <sprite name=""res sheet metal""> 12,  <sprite name=""res bricks""> 12,  <sprite name=""res lumber""> 12</indent>\n\nWhen installed, this operation allows you cook down <link=""sugar"">sugar</link> then mix that caramel into <link=""neutral-alcohol"">neutral alcohol</link>. The dark, potent liquid that results is<link=""rum-bottled"">bottled rum</link>. You'll be able to fill <link=""bottles"">bottles</link> with some powerful booze. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>There’s naught, no doubt, so much the spirit calms as rum and true religion.</i></indent>\n<indent=40>—Lord Byron</indent>"
