KEY	Korean	English
__id	ko	en

		;; encyclopedia

pedia.dialog.title	금주법 백과사전	Prohibition Encyclopedia
pedia.dialog.default-text	자세한 내용을 보려면 왼쪽의 주제 중 하나를 선택하세요. 특정 주제에 대해 더 자세히 알아보려면 링크를 따르세요.	Select one of the topics on the left to learn more. Follow links to dig further into a topic.
pedia.dialog.entry	<b><size=120%>{name}</size></b>\n\n{desc}	<b><size=120%>{name}</size></b>\n\n{desc}

pedia.cat.resources	자원	Resources
pedia.cat.businesses	비즈니스 종류	Business Types
pedia.cat.skills	스킬	Skills
pedia.cat.gameplay	게임플레이	Gameplay
pedia.cat.gambling	도박	Gambling
pedia.cat.others	Other
info.starter-combat.icon	<sprite name="skill ethnic">
info.starter-combat.name	거리의 싸움꾼
info.starter-combat.desc	이 기술은 비총기 무기의 공격력과 명중률을 증가시켜 줍니다.

info.starter-goons.icon	<sprite name="skill ethnic">
info.starter-goons.name	폭력배 존경
info.starter-goons.desc	이 기술은 길거리에서 만나는 하층 폭력배들 사이에서 인기를 끌게 해주며, 그들을 매수하는 데 드는 현금을 줄이고, 기회를 요구하는 비용과 그들이 당신의 요구를 거부할 확률을 감소시킵니다.

info.starter-territory.icon	<sprite name="skill ethnic">
info.starter-territory.name	영역 확장
info.starter-territory.desc	이 기술은 당신의 영역 관리 능력을 향상시켜, 새로운 거점을 시작하는 비용을 줄이고, 새로운 구역들이 당신의 영역에 합류하는 속도를 증가시킵니다.

info.businesses.name	합법적인 사업
info.businesses.desc	각 상점 창문 뒤, 각 물류 창고에서, 선반과 저장 공간 사이에서 사업은 도시의 경제적 중심입니다.\n\n이 중 일부 사업은 처음에 보이는 것과는 다릅니다. 그들의 법적 활동 뒤에는 비법적 활동들이 비밀스럽게 진행됩니다. 사업은 원자재를 구매하고, 당신의 불법 활동의 결과물을 판매하며, <link="vehicles">차량</link>을 다루고 기타 모든 작업을 처리하는 곳입니다.\n\n한 번 <sprite name="ui pip social expansion"> <link="controlled-buildings">건물을 차지하면</link>, 누군가 그 일을 계속해 나가며 사업을 정상적으로 운영하며, 그 뒤의 공간을 이용해 새로운 운영을 설치할 수 있습니다.

info.controlled-buildings.icon	<sprite name="ui pip social expansion">
info.controlled-buildings.name	통제된 건물
info.controlled-buildings.desc	한 갱단이 제어하는 사업으로, 이곳에 새로운 운영을 시작할 수 있습니다.\n\n당신의 갱단 또는 <link="rivals">경쟁 갱단</link>은 이전에 거래를 통해 얻은 <link="favors">호의</link>를 사용해 근처 사업에 확장할 수 있는 기회를 찾습니다. 이 사업은 이미 당신의 <link="territory">영역</link> 내에 있어야만 찾아볼 수 있으므로, 더 많은 영역을 차지할수록 더 많은 건물에 확장할 수 있는 기회가 생깁니다. 갱단은 건물을 얻는 자금을 제공하고, 친한 사업 파트너가 그 사업을 관리하며, 갱단의 작업이 비밀스럽게 돌아갑니다. 호의를 이용해 잠재적인 건물 인수 기회를 찾고 있는 사업주의 소식을 들어 보세요.

info.favors.icon	<sprite name="ui tickets">
info.favors.name	호의
info.favors.desc	일을 진행하려면 누군가를 알아야 합니다.\n\n당신이 사람들과의 관계를 확장하고 신뢰를 쌓을 때, 그들은 당신을 여러 가지 방식으로 도와주고 싶어 할 것입니다. <sprite name="ui tickets"> 호의는 그들의 <sprite name="ui pip social">신뢰</sprite>를 활용하여 갱단의 이익을 증진시키는 중요한 방법입니다. 호의는 다음을 위해 사용할 수 있습니다:\n<indent=20><sprite name="ui social biz intro"> <link="introductions">다른 사업주와의 소개</link>\n<sprite name="ui pip social"> <link="boost">이미 알고 있는 사업주와의 관계 향상</link>\n<sprite name="ui pip social expansion"> <link="controlled-buildings">건물 통제 획득</link>\n<sprite name="ui social goon intro"> <link="goons">지역 폭력배 소개</link>\n<sprite name="police station"> <link="police">지역 경찰 소개</link>\n<sprite name="ui pip territory expand"> <link="fronts">새로운 거점 시작</link>\n<sprite name="ui skills"> <link="skills">새로운 기술 배우기</link>\n<sprite name="ui crew list"> <link="crew">새로운 팀원 찾기</link></indent>

info.introductions.icon	<sprite name="ui social biz intro">
info.introductions.name	소개
info.introductions.desc	친구에게 누군가를 소개받아 보세요.\n\n사업 파트너에게 받은 <sprite name="ui tickets"> <link="favors">호의</link>를 사용해, 그들이 알고 있는 사람을 소개받아 자신이 판매할 수 있는 것을 구매할 수 있는 사람이나 생산에 필요한 재료를 제공할 수 있는 사람을 알아보세요.

info.boost.icon	<sprite name="ui pip social">
info.boost.name	관계 증진
info.boost.desc	친구가 당신을 대신하여 누군가에게 추천서를 써서 관계를 개선해 보세요.\n\n친한 사업 파트너에게 받은 <sprite name="ui tickets"> <link="favors">호의</link>를 사용하여, 이미 아는 사람들과의 <sprite name="ui pip social">관계를 증진시키세요. 누구에게 그들의 불법 물건을 팔 수 있을지, 새로운 <sprite name="ui pip front ready again"> <link="fronts">거점</link>을 확장할 수 있을지, 당신과 연결된 사람들과 관계를 쌓는 방법 등을 찾을 수 있습니다. 사람들의 좋은 평판을 얻기 위한 방법입니다. 

info.police.icon	<sprite name="police station">
info.police.name	경찰
info.police.desc	법을 집행하는 푸른 제복을 입은 사람들\n\n경찰은 거리를 순찰하며 불법 행위를 찾아냅니다. 한 지역에 <sprite name="ui heat"> <link="heat">열기</link>가 많으면 경찰은 그 지역에 몇 턴 동안 머무르게 됩니다. 이들이 있는 동안 누군가 수상한 행동을 하면 체포됩니다. 체포된 사람은 현금을 빼앗기고, <link="vehicles">차량</link>에 있는 물건도 압수됩니다. 경찰이 있는 동안 지역의 <link="businesses">사업체들</link>은 불법적인 일을 하지 않으려 할 것입니다. 사실, 경찰이 사라지기 전에는 아무 일도 하지 않으려 할 것입니다.\n\n경찰과 좋은 관계를 맺으면, 그들의 '자선 단체'에 현금을 기부할 수 있습니다. 그렇게 하면 경찰은 당신의 조직이 활동하는 동안 눈을 감아줄 것입니다. 또한, 경찰은 당신의 <sprite name="ui pip territory expand"> <link="territory">영역</link>에 들어오지 않을 것입니다.\n\n하지만 각 경찰은 자신의 <sprite name="ui map police"> <link="precincts">경찰서</link>가 있으며, 각 경찰과의 좋은 관계는 그들의 경찰서 경계 내에서만 효과가 있습니다.\n\n경쟁하는 <link="rivals">경쟁 갱단</link>과의 갈등 중에 경찰과 좋은 관계가 있다면, 그 관계를 이용해 연방 요원에게 정보를 제공하고, 단속을 유도할 수 있습니다.\n\n<indent=30><i>경찰이 클럽을 들고 있는 모습을 보셨나요? 그들이 백만장자를 때리는 모습을 본 적이 있나요?</i></indent>\n<indent=40>—Mother Jones

info.goons.icon	<sprite name="ui goon defiant">
info.goons.name	지역 패거리
info.goons.desc	지역의 빈둥거리며 돌아다니는 사람들, 괴롭히는 이들, 무능한 자들\n\n지역 패거리들은 한 지역의 <sprite name="ui corner"> <link="corners">모퉁이</link>를 장악하고 있지만, 그들의 지배 아래 있습니다. 그들은 다른 <link="rivals">갱단s</link>이나 다른 폭력배들과 충돌하기도 합니다. 어떤 이들은 단순히 공간을 차지하는 것에 만족하는 경우도 있습니다. 다른 이들은 그들과 친분을 쌓을 수 있는 기회를 제공할 수 있습니다. 만약 그들과의 관계를 강화하고 싶다면 <sprite name="ui tickets"> <link="favors">호의</link>를 사용할 수 있습니다.\n\n그들은 때때로 다른 <link="businesses">사업체들</link>을 괴롭히기도 합니다. 예를 들어, 당신이 제공하는 <sprite name="ui tribute"> <link="protection">보호</link>를 받는 사업체나 중요한 비즈니스를 하고 있는 곳입니다. 이런 상황에서는 손을 더럽혀야 할 수도 있습니다. 그들을 위협해서 그만두게 할 수 있습니다. 그들과의 친분이 있다면, 그들에게 돈을 주고 다른 곳에서 다른 일을 하게 할 수도 있습니다. 아니면 그냥 옛날 방식대로 거리에서 싸워야 할 수도 있습니다.\n\n<indent=30><i>목격할 수 있는 가장 어려운 범죄는 목적 없는 범죄입니다.</i></indent>\n<indent=40>—Sir Arthur Conan Doyle

info.fronts.icon	<sprite name="ui pip front ready again">
info.fronts.name	거점
info.fronts.desc	당신의 조직의 이익을 대표해 영역을 확장하고 유지하는 사업 파트너.\n\n당신의 갱단이 <sprite name="ui respect"> <link="respect">존경</link>을 얻기 위해선, 거리에서 정보를 얻을 수 있는 사람이 필요합니다. <sprite name="ui tickets"> <link="favors">호의</link>를 사용하여 <link="businesses">사업체</link>를 거점으로 삼을 수 있습니다. 그들은 거리 근처의 구석에서 반응할 만한 것들을 알려줘 당신의 존경 수준을 높일 수 있습니다. 존경도가 충분히 상승하면, 그 구석은 당신의 <sprite name="ui pip territory expand"> <link="territory">영역</link>의 일부가 됩니다.\n\n<sprite name="ui tribute"> <link="protection">보호</link>를 받고 있는 사업체들은 매달 보호비를 당신의 거점으로 전달합니다. 만약 거점이 운영되는데 필요한 것보다 더 많은 보호비를 받으면, 남는 돈을 수거할 수 있습니다. 반대로, 보호비가 부족하면, 부족분을 채워야 합니다.

info.skills.icon	<sprite name="ui skills">
info.skills.name	스킬
info.skills.desc	기술은 새로운 종류의 운영, 업그레이드, 확장을 가능하게 하고, 새로운 <link="resources">자원</link> 유형과 갱단에 유용한 다른 지식을 열어줍니다.\n\n때때로 매우 유용한 친구를 만나게 될 것입니다. 그들은 새로운 일을 할 수 있게 도와줄 것입니다. <sprite name="ui tickets"> <link="favors">호의</link>와 일부 자원 또는 현금을 대가로, 이 도시에 대한 지식이 넘쳐나고 그들이 아는 것을 알려줄 것입니다. 기존의 운영을 개선하고, 새로운 운영을 시작하는 방법을 배우세요. Prohibition이 만들어낸 수요를 충족시키기 위해 갱단의 능력을 확장하는 데 도움이 될 것입니다.\n\n<indent=30><i>이 문제는 결코 해결되지 않을 거라고 주장하는 사람은 지식이 부족한 사람들입니다. 과학으로 해결할 수 있다는 것을 아는 사람들은 많지 않습니다.</i></indent>\n<indent=40>—Charles Darwin

info.crew.icon	<sprite name="ui crew list">
info.crew.name	크루
info.crew.desc	당신의 갱단에서 모든 일을 처리하는 사람들.\n\n운송을 하거나 작업을 관리하는 등, 크루의 구성원들이 당신의 갱단에서 모든 일을 실현합니다. 그들은 도시 곳곳에 물품을 이동시키는 일을 맡거나, 수동적인 <sprite name="ui goon defiant"> <link="goons">폭력배</link>들을 상대하거나, <link="rivals">경쟁 갱단</link>에 메시지를 보내는 일을 할 수 있습니다.\n\n크루의 수는 당신의 <sprite name="ui pip territory expand"> <link="territory">영역</link>을 확장하고 추가적인 <sprite name="ui pip social expansion"> <link="controlled-buildings">건물을 확보하는</link> 것으로 증가시킬 수 있습니다.\n\n<link="businesses">사업체들</link>을 살펴보고, 사업주가 당신에게 <sprite name="ui tickets"> <link="favors">호의</link>를 가지고 있는지, 또한 <sprite name="ui pip social crew"> <link="crew">크루 구성원</link>으로 적합한 사람을 알고 있는지 확인하세요. 이 사람들의 특성이 당신이 계획하는 일에 맞는지 반드시 확인하십시오.

info.territory.icon	<sprite name="ui pip territory expand">
info.territory.name	영역
info.territory.desc	영역은 당신의 갱단이 <sprite name="ui respect"> <link="respect">존경</link>을 바탕으로 장악한 지역입니다.\n\n영역은 도시에서 당신의 갱단이 지배하는 지리적 구역을 나타냅니다. 그 지역에서 <sprite name="ui respect"> <link="respect">존경</link>이 충분히 높아지면, 그 구역을 당신의 갱단이 장악하고 다른 갱단의 개입을 막을 수 있습니다. 구역을 영토에 추가하면 다음과 같은 주요 이점을 누릴 수 있습니다:\n\n<indent=20><sprite name="ui pip social expansion"> <link="controlled-buildings">새로운 건물을 확보하는 능력</link>\n<sprite name="ui tribute"> <link="protection">지역 상인에게 보호비를 요구하는 것</link>\n<sprite name="ui heat"> <link="police">지역 경찰을 매수하여 어떠한 열기에도 눈을 감게 만드는 것</link>\n<sprite name="ui quests"> <link="missions">특정 미션은 오직 당신의 영토에 있는 사업체에서만 가능</link>\n<sprite name="ui crew list"> <link="crew">영역을 확장하면 크루 규모를 확장할 수 있는 기회</link>\n<sprite name="ui skills"> <link="skills">일부 기술은 당신 갱단의 영토 내 최소한의 구역이 필요</link>\n<sprite name="ui biz closed"> <link="rivals">경쟁 갱단은 당신의 영역 내에서 사업을 진행할 수 없음</link>\n<sprite name="civic building"> 지역 내 특정 공공건물의 이점(기차역, 우체국 등)</link>

info.protection.icon	<sprite name="ui tribute">
info.protection.name	보호 갈취
info.protection.desc	이곳은 멋진 곳이군요. 무슨 일이 생기면 안 되겠죠.\n\n한 <sprite name="ui corner"> <link="corners">구역</link>이 당신 갱단의 <sprite name="ui pip territory expand"> <link="territory">영역</link>에 포함되면, 보호비를 요구할 수 있습니다. 사업주와 좋은 <sprite name="ui pip social"> <link="relationships">관계</link>가 있다면, 지역을 안전하게 지키기 위해 당신이 장악하는 것에 대해 기꺼이 감사할 수 있습니다. 그러나 만약 사업주와 관계가 없다면 보호비를 요구하는 것만으로도 관계를 악화시킬 수 있습니다.\n\n지역 사업주가 단호히 거부할 수도 있습니다. 이때는 어떻게 할 것인가요? 그들의 강경함을 존중할지, 아니면 유리창을 깨는 결정을 내릴지 말입니다.\n\n한 번이라도 보호비가 받아들여지면, 그들은 매달 <sprite name="ui pip front extortion"> <link="fronts">거점</link>에 돈을 맡깁니다. 그들은 또한 당신이 그 구역을 다른 갱단들과 지역 폭력배들로부터 안전하게 유지하는지 확인할 것입니다.

info.heat.icon	<sprite name="ui heat">
info.heat.name	주목도 (heat)
info.heat.desc	도시 내 열기(heat) 수준을 <sprite name="ui map heat"> <link="heat">열기 맵</link> 오버레이 또는 <sprite name="ui corner"> <link="corners">구역</link>을 클릭하여 확인하세요.\n\n열기는 불법 행위로 인해 발생합니다. 불법 물품을 사고팔거나, 불법 운영을 시작하거나, 새로운 <sprite name="ui pip front extortion"> <link="fronts">거점</link>을 시작하거나, 지역 상인에게 <sprite name="ui tribute"> <link="protection">보호비</link>를 요구하는 것, 또는 <sprite name="ui goon defiant"> <link="goons">폭력배</link>와 길거리 싸움을 벌이는 것 등 여러 원인으로 열기가 발생할 수 있습니다.\n\n열기가 너무 높아지면, <sprite name="police station"> <link="police">경찰</link>이 그 구역을 단속하게 되며, 이후 근처에서 더 이상 불법 활동을 하지 못하게 하고, 주민들이 당신 갱단과 말하는 것을 꺼리게 하며, 의심스러운 행동을 하는 사람은 체포할 것입니다.\n\n열기는 그 발생 지역에서 인접한 구역으로 퍼집니다.
