KEY	Korean	English
__id	ko	en
__name	한국어	English

button.play	플레이
skill.crock-return-quest.desc	{$firstname} {$lastname}에게 증기의 마법을 가르쳐달라고 설득하기 위해 현금을 사용하세요.

skill.industrial-filters.name	산업용 필터
skill.industrial-filters.desc	당신의 영역에 있는 일부 사업체는 큰 필터를 사용합니다. 공급을 확보했으니 이제 원재료에서 더 많은 술을 얻기 위해 설치하기만 하면 됩니다.

skill.good-yeast.name	고품질 효모
skill.good-yeast.desc	당신이 통제하는 도시 지역의 일부 사업체는 우수한 효모 균주를 사용합니다. 공급을 확보했습니다. 알코올을 만드는 데 필요한 시간을 줄이기 위해 몇 가지 특수 장비를 설치하기만 하면 됩니다.

skill.trap-door.name	비밀 문
skill.trap-door.desc	비밀 캐비닛과 함정 문을 만드는 방법을 배워 밀매 작업에서 보관하고 판매할 수 있는 술의 양을 늘리세요.\n\n이 기술을 습득하면 술을 판매하는 일부 작업을 <b>확장</b>할 수 있습니다.
skill.trap-door.conv	사람들이 비밀 문이 달린 캐비닛을 많이 맞춤 주문하고 물건을 숨기기 위해 숨겨진 함정 문을 설치하고 있습니다. 저는 그것들을 설치하는 데 꽤 능숙해졌습니다. 재료를 구해주면 직접 설치하고 밀매 작업에서 더 많은 술을 판매할 수 있는 방법을 보여드리겠습니다.
skill.trap-door-quest.name	비밀 문
skill.trap-door-quest.desc	함정 문과 비밀 구획을 설치하는 방법을 배우기 위해 건축 자재를 구하세요. 이를 통해 밀매 작업에서 판매할 수 있는 술의 양을 늘릴 수 있습니다.

skill.dishwashers.name	식기세척기
skill.dishwashers.desc	식기세척기를 설치하면 밀매 작업이나 비밀 술집에서 더 많은 술을 판매할 수 있습니다.

skill.big-barrels.name	이중 통
skill.big-barrels.desc	술 생산에서 찾은 특대형 통을 설치하고 술을 만드는 데 사용되는 재료를 20% 줄일 수 있게 합니다.

skill.old-glassware.name	크리스탈 바 용품
skill.old-glassware.desc	찾은 금주법 이전의 바 용품을 사용하여 밀매 및 비밀 술집 작업의 수익성을 향상시킵니다.

skill.pool-table.name	당구대
skill.pool-table.desc	친구가 최근에 인수를 도운 건물의 지하실에서 당구대를 발견했습니다.

skill.player-piano.name	자동 피아노
skill.player-piano.desc	친구가 최근에 인수를 도운 건물의 지하실에서 자동 피아노를 발견했습니다.

skill.junkyard-booze.name	폐차장 술
skill.junkyard-booze.desc	폐차장의 재료를 사용하여 특정 종류의 술 생산 속도를 높입니다.

skill.bottle-return-racks.name	반환 선반
skill.bottle-return-racks.desc	지역 주민들이 병을 반환할 수 있는 선반을 전선에 설치할 수 있게 합니다. 월별 봉투와 함께 한 액션 포인트로 수거할 수 있습니다.

skill.ethnic-solidarity.name	민족 연대
skill.ethnic-solidarity.desc	친구와 공유된 배경을 활용하여 동료 이민자들로부터 다양한 혜택을 받으세요.\n\n이 기술을 습득하면 술을 생산하는 일부 작업을 <b>확장</b>할 수 있습니다.
skill.ethnic-solidarity.conv	매달 현금 봉투를 수거하는 것 외에도, 술 생산을 돕기 위해 동네 주변에서 재료를 수집하는 것도 기꺼이 하겠습니다. 제 집에 추가 보관소를 만드는 데 도움을 요청하고 싶습니다.
skill.ethnic-solidarity-quest.name	민족 연대
skill.ethnic-solidarity-quest.desc	전선 중 하나를 운영하는 {$firstname} {$lastname}에게 지불을 보내 빈 병을 술 생산자에게 배달하도록 준비하세요.

skill.ethnic-bump-cider.name	구세계 지식: 사이다
skill.ethnic-bump-cider.desc	영국인 동료의 고향 사이다 제조 지식을 사용하여 사이다 생산 기술을 향상시킵니다.\n\n이 기술을 습득하면 사이다 생산 작업을 <b>확장</b>할 수 있습니다.
skill.ethnic-bump-cider.conv	꽤 많은 사이다를 만들고 계시네요. 아시다시피, 저는 영국인입니다. 제 가족은 고향에서 사이다를 만듭니다. 그들의 방법은 훨씬 더 높은 생산을 가져올 수 있습니다. 원하신다면, 시간을 내어 그들의 과정에 대한 세부 사항을 알아올 수 있습니다. 이 노력에 자금을 대기 위한 현금만 필요합니다.
skill.ethnic-bump-cider-quest.name	구세계 지식: 사이다
skill.ethnic-bump-cider-quest.desc	동료에게 현금을 주고 영국식 사이다 생산 방법과 신세계에서 어떻게 적용될 수 있는지 배우세요.

skill.ethnic-bump-wine.name	구세계 지식: 와인
skill.ethnic-bump-wine.desc	이탈리아인 동료의 고향 와인 제조 지식을 사용하여 와인 생산을 향상시킵니다.\n\n이 기술을 습득하면 와인 생산 작업을 <b>확장</b>할 수 있습니다.
skill.ethnic-bump-wine.conv	꽤 많은 수제 와인을 만들고 계시네요. 아시다시피, 저는 이탈리아인입니다. 제 가족은 고향에서 와인을 만듭니다. 그들의 방법은 훨씬 더 높은 생산을 가져올 수 있습니다. 원하신다면, 시간을 내어 그들의 과정에 대한 세부 사항을 알아올 수 있습니다. 이 노력에 자금을 대기 위한 현금만 필요합니다.
skill.ethnic-bump-wine-quest.name	구세계 지식: 와인
skill.ethnic-bump-wine-quest.desc	동료에게 현금을 주고 이탈리아식 와인 생산 방법과 신세계에서 어떻게 적용될 수 있는지 배우세요.

skill.ethnic-bump-beer.name	구세계 지식: 맥주
skill.ethnic-bump-beer.desc	독일인 동료의 고향 맥주 제조 지식을 사용하여 맥주 생산을 향상시킵니다.\n\n이 기술을 습득하면 맥주 생산 작업을 <b>확장</b>할 수 있습니다.
skill.ethnic-bump-beer.conv	꽤 많은 수제 맥주를 만들고 계시네요. 아시다시피, 저는 독일인입니다. 제 가족은 고향에서 맥주를 만듭니다. 그들의 방법은 훨씬 더 높은 생산을 가져올 수 있습니다. 원하신다면, 시간을 내어 그들의 과정에 대한 세부 사항을 알아올 수 있습니다. 이 노력에 자금을 대기 위한 현금만 필요합니다.
skill.ethnic-bump-beer-quest.name	구세계 지식: 맥주
skill.ethnic-bump-beer-quest.desc	동료에게 현금을 주고 독일식 맥주 생산 방법과 신세계에서 어떻게 적용될 수 있는지 배우세요.

skill.ethnic-bump-liquor.name	구세계 지식: 증류주
skill.ethnic-bump-liquor.desc	폴란드인 동료의 고향 증류 지식을 사용하여 생산을 향상시킵니다.\n\n이 기술을 습득하면 밀주 생산 작업을 <b>확장</b>할 수 있습니다.
skill.ethnic-bump-liquor.conv	꽤 많은 수제 밀주를 만들고 계시네요. 아시다시피, 저는 폴란드인입니다. 제 가족은 고향에서 증류주를 만듭니다. 그들의 방법은 훨씬 더 높은 생산을 가져올 수 있습니다. 원하신다면, 시간을 내어 그들의 과정에 대한 세부 사항을 알아올 수 있습니다. 이 노력에 자금을 대기 위한 현금만 필요합니다.
skill.ethnic-bump-liquor-quest.name	구세계 지식: 증류주
skill.ethnic-bump-liquor-quest.desc	동료에게 현금을 주고 폴란드식 증류주 생산 방법과 신세계에서 어떻게 적용될 수 있는지 배우세요.

skill.ethnic-bump-fruit-brandy.name	구세계 지식: 과일 증류
skill.ethnic-bump-fruit-brandy.desc	유고슬라비아인 동료의 고향 브랜디 생산 지식을 사용하여 생산을 향상시킵니다.\n\n이 기술을 습득하면 애플잭과 라키야 생산 작업을 <b>확장</b>할 수 있습니다.
skill.ethnic-bump-fruit-brandy.conv	다양한 종류의 과일을 사용하여 술을 만들고 계시네요. 아시다시피, 저는 지금 유고슬라비아라고 부르는 곳 출신입니다. 제 가족은 고향에서 브랜디와 그런 것들을 만듭니다. 그들의 방법은 훨씬 더 높은 생산을 가져올 수 있습니다. 원하신다면, 시간을 내어 그들의 과정에 대한 세부 사항을 알아올 수 있습니다. 이 노력에 자금을 대기 위한 현금만 필요합니다.
skill.ethnic-bump-fruit-brandy-quest.name	구세계 지식: 과일 증류
skill.ethnic-bump-fruit-brandy-quest.desc	동료에게 현금을 주고 남부 슬라브 증류 관행의 비밀과 신세계에서 어떻게 적용될 수 있는지 배우세요.

skill.ethnic-bump-speakeasy.name	인쇄 홍보
skill.ethnic-bump-speakeasy.desc	친구의 사업을 통해 민족 공동체의 다른 구성원에게 비밀 술집을 미묘하게 홍보하세요.\n\n이 기술을 습득하면 술을 판매하는 일부 작업을 <b>확장</b>할 수 있습니다.
skill.ethnic-bump-speakeasy.conv	동포여! 아시다시피, 제 고객 대부분도 우리 고향 출신입니다. 당신의 훌륭한 비밀 술집 중 하나를 미묘하게 제안하는 스티커를 물건에 붙이기 시작할 수 있습니다. 초기 배치를 인쇄해서 가져오기만 하면 됩니다.
skill.ethnic-bump-speakeasy-quest.name	배달 홍보
skill.ethnic-bump-speakeasy-quest.desc	민족 동포들에게 비밀 술집에 대한 미묘한 광고를 하세요.

skill.native-bump-speakeasy.name	인쇄 홍보
skill.native-bump-speakeasy.desc	전선을 통해 조직이 통제하는 영역에서 비밀 술집을 미묘하게 홍보하세요.\n\n이 기술을 습득하면 술을 판매하는 일부 작업을 <b>확장</b>할 수 있습니다.
skill.native-bump-speakeasy.conv	친구여! 아이디어가 있습니다 - 우리에게 보호비를 지불하는 사업체들이 당신의 비밀 술집을 미묘하게 홍보하도록 하는 거예요. 그들이 지불금을 놓고 갈 때, 스티커 패키지를 줄 것입니다. 초기 배치를 인쇄해서 가져오기만 하면 됩니다.
skill.native-bump-speakeasy-quest.name	배달 홍보
skill.native-bump-speakeasy-quest.desc	조직이 통제하는 도시 지역에서 비밀 술집에 대한 미묘한 광고를 하세요.

skill.bathtub-ginworks.name	욕조 진 공장
skill.bathtub-ginworks.icon	<sprite name="skill bathtub-gin">
skill.bathtub-ginworks.desc	밀주를 희석하고 변경하여 칵테일 셰이커에 어울리는 것으로 변환하는 방법을 배우세요.\n\n이 기술을 습득하면 조직이 통제하는 건물에 <i>욕조 진 공장</i>을 <b>건설</b>할 수 있습니다.
skill.bathtub-ginworks.conv	괜찮은 칵테일이 그리워요! 좋은 진과 비슷한 것을 만들기 위한 평판 좋은 레시피를 손에 넣었습니다. 재료를 구할 수 있다면, 함께 시도해보고 효과가 있는지 확인해 볼 수 있습니다!
skill.bathtub-ginworks-quest.name	욕조 진 공장
skill.bathtub-ginworks-quest.desc	{$firstname} {$lastname}이 실험용 재료를 구할 수 있다면 욕조 진을 만드는 방법을 가르쳐줄 것입니다.

skill.sparkling-cider.name	스파클링 사이다
skill.sparkling-cider.icon	<sprite name="skill sparkling-cider">
skill.sparkling-cider.desc	이 기술로 사이다에 거품을 넣을 수 있습니다. 사람들은 거품에 더 많이 지불할 것입니다.\n\n이 기술을 습득하면 조직이 통제하는 건물에 <i>스파클링 사이다 작업장</i>을 <b>건설</b>할 수 있습니다.
skill.sparkling-cider.conv	뭔지 아세요? 사이다 한 배치에 설탕을 쏟았더니 모두 거품이 났어요! 실험할 하드 사이다가 있으면, 우리 사이다를 더 좋게 만드는 방법을 함께 알아낼 수 있을 것 같습니다!
skill.sparkling-cider-quest.name	스파클링 사이다
skill.sparkling-cider-quest.desc	{$firstname} {$lastname}에게 하드 사이다와 물품을 위한 현금을 전달하면 자신의 스파클링 사이다 생산을 설정할 수 있습니다.

skill.fake-beer.name	뒷방 양조
skill.fake-beer.icon	<sprite name="skill fake-beer">
skill.fake-beer.desc	이 기술로 수제 맥주를 진짜에 더 가까운 것으로 승격시킬 수 있습니다.\n\n이 기술을 습득하면 조직이 통제하는 건물에 <i>뒷방 맥주 작업장</i>을 <b>건설</b>할 수 있습니다.
skill.fake-beer.conv	수제 맥주는 일을 하지만, 오래 가지 않고 진짜만큼 상쾌하지 않습니다. 하지만 무엇이 빠졌는지, 그것을 고치는 방법을 알 것 같습니다. 수제 맥주를 좀 가져오면 무엇을 할 수 있는지 보겠습니다.
skill.fake-beer-quest.name	뒷방 양조장
skill.fake-beer-quest.desc	{$firstname} {$lastname}에게 수제 맥주와 물품을 위한 현금을 전달하면 자신의 뒷방 맥주 작업을 설정할 수 있습니다.

skill.fake-wine.name	뒷방 와인 제조
skill.fake-wine.icon	<sprite name="skill fake-wine">
skill.fake-wine.desc	이 기술로 더 수익성 있는 위조 와인 병을 만들고 유통을 확장할 수 있습니다.\n\n이 기술을 습득하면 조직이 통제하는 건물에 <i>뒷방 와인 작업장</i>을 <b>건설</b>할 수 있습니다.
skill.fake-wine.conv	당신이 만드는 벽돌 와인과 레스토랑에서 제공되던 와인의 차이를 아세요? 병과 라벨입니다. 당신이 가진 것을 더 바람직한 뒷방 와인으로 바꿀 수 있는 방법을 알 것 같습니다.
skill.fake-wine-quest.name	뒷방 와이너리
skill.fake-wine-quest.desc	{$firstname} {$lastname}에게 벽돌 와인과 물품을 위한 현금을 전달하면 자신의 뒷방 와인 병을 만들기 시작할 수 있습니다.

skill.fruit-brandy.name	자두 브랜디
skill.fruit-brandy.icon	<sprite name="skill fruit brandy">
skill.fruit-brandy.desc	이 기술은 남부 유럽에서 유래한 강력한 자두 기반 브랜디인 라키야를 만드는 능력을 잠금 해제합니다.\n\n이 기술을 습득하면 조직이 통제하는 건물에 <i>라키야 증류기</i>를 <b>건설</b>할 수 있습니다.
skill.fruit-brandy.conv	이 도시에 중부 및 남부 유럽 출신 사람들이 많다는 것을 눈치채셨나요? 우리의 공정한 도시가 그들을 여기서 더 나은 삶으로 이끈 것 같습니다. 라키야나 자두 브랜디를 만든다면 돈을 굴릴 수 있을 것입니다. 제가 우연히 만드는 방법을 알고 있습니다.
